Name,Interview #,Transcript,Number of Keywords?,Video ID,Transcript (with subtitle time markers I think?),FLORENCE,SISTER/TWIN,ATTIC,BABY,MURDER,P,Simon,Jenn,Holly
EVE,3, It's Rapunzel. The story starts when she's born. Mother Gothel a witch takes Rapunzel from her parents and keeps her locked up in this tower. Rapunzel gets pregnant by the Prince. Mother Gothel is furious so she cuts off her hair and throws her— Actually her hair is already short here so that’s already happened She throws her into the wilderness and Rapunzel is reunited with the prince who’s blind But she cures him with her tears and so it's a happy ending. Is that too much? ,39,323, %2%It's Rapunzel.%3.5%The story starts when she's born.%7%Mother Gothel; a witch; takes Rapunzel from her parents and keeps her locked up in this tower.%14%Rapunzel gets pregnant by the prince.%16%Mother Gothel is furious so she cuts#off her hair and throws her—%21%Actually; her hair is already short here so#that’s already happened%26%She throws her into the wilderness; and Rapunzel#is reunited with the prince; who’s blind… %33%But she cures him with her tears#and so it's a happy ending.%37.5%Is that too much?%999,,,,,,25,TRUE,TRUE,TRUE
EVE,3, Sorry. Sorry. The picture the way it's drawn it just reminded me of the books we used to read as children. I read those fairy tales over and over they were so real to me. Rapunzel was my favourite. My brain is just full of it. Are any of these in colour? ,23,324, %2%Sorry. Sorry.%4.5%The picture; the way it's drawn; it just reminded me of the books we used to read as children.%10%I read those fairy tales over and over;#they were so real to me.%14.6%Rapunzel was my favourite.#My brain is just full of it.%20%Are any of these in colour?%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, Yes. Like a story. A beginning a middle and an end. ,6,325, %0.5%Yes.%1.5%Like a story.#A beginning; a middle and an end.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, OK. Well She has a knife. She’s been cooking? I guess she’s been cooking him his favourite meal? She’s his wife. He’s asleep and she doesn’t want to wake him. Because he's ill. That’s why she's sad. Because he’s ill and he might die? It’s kind of a sad story so I’m not sure how it ends. ,44,326, %1%OK.%3.5%Well…%7%She has a knife.%10%She’s been cooking?%13%I guess she’s been cooking him#his favourite meal?%19%She’s his wife. He’s asleep and#she doesn’t want to wake him.%24.5%Because he's ill.#That’s why she's sad.%31%Because he’s ill and he might die?%37.5% %39.5%It’s kind of a sad story so I’m#not sure how it ends.%999,,,,,,25,FALSE,FALSE,TRUE
EVE,3, She's crying I guess. She’s sad because she thought she saw her husband with another woman. But it's OK because she finds out it wasn't her husband -- it was his brother. And so it's fine. ,23,327, %2.5%She's crying; I guess.%7%She’s sad because she thought she saw her husband with another woman.%13.75%But it's OK; because she finds out it wasn’t#her husband; it was his brother.%21.3%And so it's fine.%999,,,,,,25,FALSE,FALSE,TRUE
EVE,3, OK. She's being chased. They’re trying to catch her because she did something bad. I guess she broke the rules. Or maybe they think she did something bad. Maybe it wasn't her fault. She looks scared not guilty. Maybe it was mistaken identity. Do they catch her though? I don't know. ,41,328, %5%OK. She's being chased.%10.5%They’re trying to catch her because…#she did something bad.%15.5%I guess she broke the rules.%20%Or maybe they think she did something bad. Maybe it wasn't her fault.%27%She looks scared; not guilty.%31.75%Maybe it was mistaken identity.%37%Do they catch her; though? I don't know.%41,,,,,,25,FALSE,FALSE,TRUE
EVE,3, Did I pass? Sorry I messed it up with all that Rapunzel stuff. Do you need me to do that card again? ,8,329, %1%Did I pass?%2.5%Sorry I messed it up with all that Rapunzel stuff.%5.5%Do you need me to do that card again?%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, Yes. I read a lot as a child and watched lots of TV. Then the dollhouse we had still have in the attic It’s kind of a fairy castle. We used to play up there and make up our own stories. ,16,330, %0.25%Yes. I read a lot as a child and#watched lots of TV.%5%Then; the dollhouse we had;#still have; in the attic…%9.75%It’s kind of a fairy castle. We used to play up#there and make up our own stories.%999,,,,,,0,TRUE,TRUE,TRUE
EVE,3, From when I woke up? OK. I woke up. Simon was already up and he made me a birthday breakfast of Eggs Benedict. Uh. We both had to go to work so we saved presents till later. I got to work. Had some birthday cake. The children sang me Happy Birthday. Then I came home. The birthday meal was a takeaway. And Simon gave me his present which I didn't mind. And after that we talked about the baby. It turned into a big argument. Simon left. I was furious. I wanted to get as far away as I could get some space to think. So I left ,53,331, %.75%From when I woke up?%3%OK.%6%I woke up.%9%Simon was already up and he made me a#birthday breakfast of Eggs Benedict.%14%We both had to go to work; so we#saved presents till later.%18%I got to work. Had some birthday cake. The children sang me Happy Birthday.%25%Then I came home. The birthday meal#was a takeaway.%29%And Simon gave me his present;#which I didn't mind.%34%And after that we talked about the baby.%37%It turned into a big argument.%40%Simon left. I was furious.%43%I wanted to get as far away as I could;#get some space to think. So I left…%999,,,,,,25,FALSE,TRUE,TRUE
EVE,3, Yes. Um I got to Glasgow. I was exhausted. So I pulled over and slept in the car. I woke up because a rubbish truck went past. I got some petrol bought a coffee and a pastry. Tried calling Simon from a pay phone and then headed back. ,23,332, %0.25%Yes.%1.25%Um; I got to Glasgow. I was exhausted.#So I pulled over and slept in the car.%10.75%I woke up because a rubbish truck went past.%14%I got some petrol; bought a coffee and a pastry.%17%Tried calling Simon from a pay phone#then headed back.%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, Let me see. Yes. I drove in here because I remember well I went over the river. And then there was a church. There. Yep. And I probably parked well I remember seeing a street sign called Princes Street. Look there it is. Yep so I’m pretty sure it must be this one. There. ,27,333, %1%Let me see. Yes. I drove in here because#I remember; well; I went over the river.%8.5%And then there was a church.#There. Yep. %15%And I probably parked; well I remember#seeing a street sign called Princes Street.%21%Look; there it is.#Yep; so I’m pretty sure it must be this one.%26%There.%999,,,,,,0,TRUE,FALSE,TRUE
EVE,3, Yeah that's Simon's watch. It was a gift from Eric. He got it this year. It was a wedding anniversary gift. Steel. It would have been Diane who chose it she has really nice taste. That time. That must eliminate me? I was in Glasgow then? ,27,334, %3%Yeah; that's Simon's watch.%5%It was a gift from Eric.#He got it this year.%10%It was a wedding anniversary gift.#Steel.%15%It would have been Diane who chose it;#she has really nice taste.%21%That time. That must eliminate me?#I was in Glasgow then?%999,,,,,,50,FALSE,TRUE,TRUE
EVE,3, I didn't. I slept in the car I left about nine that night. I wasn't there. ,8,335, %1% I didn't. I slept in the car%3.5%I left about nine that night.%6%I wasn't there.%999,,,,,,0,FALSE,FALSE,FALSE
EVE,3, No. I don't think so. Glasgow was deserted that early in the morning. ,5,336, %0.5%No. I don't think so.%2.5%Glasgow was deserted#that early in the morning.%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, Ask the hospital. ,2,337, %0.3%Ask the hospital.%999,,,,,,25,FALSE,TRUE,TRUE
EVE,3, When I arrived in Glasgow I was exhausted. The streets were empty. I was driving badly and I hit a taxi. Not a big crash. Just paintwork. The guy was so pissed off because I didn't have a driving license on me. But when I told him I was pregnant he made sure I got to the hospital so they could check me out. It was fine. The hospital must have details when I was looked at. There’s a scratch on the car. ,36,338, %1.5%When I arrived in Glasgow I was exhausted.%5%The streets were empty. I was driving#badly and I hit a taxi.%12%Not a big crash. Just paintwork.%16%The guy was so pissed off because#I didn't have a driving license on me.%20%But when I told him I was pregnant; he made sure I got to the hospital so they could check me out.%27%It was fine.%31%The hospital must have details;#when I was looked at.%34%There’s a scratch on the car.%999,,,,,,50,TRUE,TRUE,TRUE
EVE,3, That should eliminate me as a suspect? If I was in Glasgow? I can't be in two places at once. ,9,339, %1.3%That should eliminate me as a suspect?%4%If I was in Glasgow?%6.5%I can't be in two places at once.%999,,,,,,10,FALSE,FALSE,TRUE
EVE,3, I thought it made me sound suspicious. It’s not a normal thing to do to drive to the other end of the country. I just I wanted to keep it simple. I know it was stupid to not tell you everything. Saying I spent the night in Glasgow when my husband went missing I thought it would you know distract you from what was important. It’s different now. Now he’s ,28,340, %1%I thought it made me sound suspicious.%4%It’s not a normal thing to do#to drive to the other end of the country.%7%I just; I wanted to keep it simple.%10.5%I know it was stupid to not tell you everything.%14%Saying I spent the night in Glasgow#when my husband went missing…%17%I thought it would; you know;#distract you from what was important.%23%It’s different now.#Now he’s…%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, No. Everyone loved Simon. He’s a glazier he doesn't have much money. I don't know. I don't know. ,13,341, %.2%No.#Everyone loved Simon.%4.1%He’s a glazier; he doesn't have much money. %6.6%I don't know. I don't know.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, God. I don't know. It could be anyone. Maybe someone followed him back from the pub? But why would he let them in? It doesn't make sense. ,14,342, %0.5%God. I don't know.%4.5%It could be anyone.%6.5%Maybe someone followed him#back from the pub?%9%But why would he let them in?%11.5%It doesn't make sense.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, Yeah. I had to let myself in. The door locks if it swings to. ,4,343, %1%Yeah. I had to let myself in.#The door locks if it swings to.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, Yes. I always pull it shut and then lock the bigger lock with the key. ,4,344, %0.25%Yes. I always pull it shut and then#lock the bigger lock with the key.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, Um No. No I don't think it was. I turned the key but it was already unlocked. ,6,345,%0.25%Um…#No. No; I don't think it was.%3%I turned the key but it was already unlocked.%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, No. They were shut. Most of the windows are really hard to open anyway. It’s stifling in summer. They were painted over by my dad. He could have left the door open accidentally? There’s a cat flap in the back door. ,18,346, %1.5%No. They were shut.%3.5%Most of the windows are really hard to open anyway. It’s stifling in summer.%8.4%They were painted over by my dad.%12%He could have left the door open; accidentally?%15.5%There’s a cat flap in the back door.%999,,,,,,25,FALSE,TRUE,TRUE
EVE,3, No. No cat. My parents had a cat before they died. Called Domino. It was this little black thing with white dots. We never did anything about the cat flap but  if you were thin you could maybe squeeze through it? ,16,347, %0.25%No. No cat. My parents had a cat;#before they died. Called Domino.%5%It was this little black thing with white dots.%9%We never did anything about the cat flap; but…%12%…if you were thin; you could#maybe squeeze through it?%999,,,,,,0,FALSE,TRUE,TRUE
EVE,3, I think so. I mean to get into our garden you’d have to climb through other gardens. All the gardens back onto each other so you'd have to climb over one  two three gardens to get to ours. I mean did anyone see anything? Did anyone see anyone come and go? An intruder? ,24,348, %1%I think so.%2.75%I mean; to get into our garden;#you’d have to climb through other gardens.%8%All the gardens back onto each other;#so you'd have to climb over one…%12%…two; three gardens to get to ours.%17.5%I mean did anyone see anything?%19.5%Did anyone see anyone come and go?#An intruder?%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, When will the police let me back in the house? They let me take a bag of clothes with me but ,7,349, %1%When will the police let me back in the house?%4%They let me take a bag of clothes with me; but…%999,,,,,,0,FALSE,FALSE,TRUE
EVE,3, The mirror? I can't remember. I put it somewhere safe Upstairs I thin k. I haven't looked at it since. ,14,350, %1%The mirror?%3.5%I can't remember.%6%I put it somewhere safe…%8.5%Upstairs I think.%12%I haven't looked at it since.%999,,,,,,25,TRUE,TRUE,TRUE
EVE,3, Simon’s parents offered to put me up but I didn't think it would be a good idea. It would be too sad. Not right now. I’m staying at a friend’s. ,13,351, %1%Simon’s parents offered to put me up; but I didn't think it would be a good idea.%6.5%It would be too sad.%8.5%Not right now.%11%I’m staying at a friend’s.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, A cup of tea would be good thanks. Just the one sugar. ,5,401, %1%A cup of tea would be good; thanks.#Just the one sugar.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, Well fine. Considering. I got back into the house today and that was weird. Knowing your people have been there been through my things It’s like I've been burgled. Worse. Obviously worse. I don't know. I haven't looked in the cellar yet. They sent a cleaner in. As good as new he said. But they had to throw some stuff out. Couldn’t get the blood out. And I’m still waiting to hear from the coroner so we can get a date set for the funeral. It’s going to be a cremation. So? ,48,402, %1.5%Well… fine.#Considering.%7.5%I got back into the house today#and that was weird.%10.5%Knowing your people have been there;#been through my things…%14%It’s like I've been burgled.#Worse. Obviously.%19%I don't know.%21%I haven't looked in the cellar yet.%23%They sent a cleaner in.#As good as new; he said.%28.5%But they had to throw some stuff out.#Couldn’t get the blood out.%36%And I’m still waiting to hear from the coroner;#so we can get a date set for the funeral.%40.5%It’s going to be a cremation.%45%So?%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,4, Fingerprints? ,3,403, %1.6%Fingerprints?%999,,,,,,25,FALSE,FALSE,FALSE
HANNAH,4, No. No one has been in the last few weeks. We had a plumber come in Three four weeks ago. Someone Simon knew from the Rock. ,9,404, %0.25%No.#No one has been in the last few weeks.%4%We had a plumber come in.#Three; four weeks ago.%7%Someone Simon knew from the Rock.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, In the bedroom? ,4,405, %1%In the bedroom?%999,,,,,,25,FALSE,FALSE,FALSE
HANNAH,4, I hoover I dust. Every week. Maybe less. I once asked Eleanor how often I should dust and she said: “If people ask tell them you do it once a week. But every few weeks is OK.” I think she was just trying to make me feel better. When I was there she was hoovering every day. You know ran an ordered house. You know how that generation is. Putting on a brave front. She has secret stashes of cigarettes. Doug doesn't even know she smokes. When I was there I saw her. She has these sort of porcelain vases. Ornamental. Next to the Reader's Digest books. Cigarettes inside. And she still has them. I mean last time I was there I looked in a vase There was a fresh pack. I mean all those years of marriage and she still has a secret like that. ,64,406, %2%I hoover; I dust.#Every week. Maybe less.%7.5%I once asked Eleanor how often#I should dust and she said…%10.5%If people ask; tell them you do it once a week.#But every few weeks is OK.%16%I think she was just trying to make#me feel better.%18%I mean when I was there she was#hoovering every day.%21%You know; ran an ordered house.%23.5%You know how that generation is;#putting on a brave front.%28% %30%She has secret stashes of cigarettes.#Doug doesn't even know she smokes.%35.5%When I was there I saw her. She has#these sort of porcelain vases. Ornamental.%43.5%Next to the Reader's Digest books.%46%Cigarettes inside.%48.5%And she still has them. I mean last time#I was there I looked in a vase…%52%There was a fresh pack.%55%I mean; all those years; of marriage#and she still has a secret like that.%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,4, A week or so ago. it would have been the Saturday before my birthday? You know I get like that on the weekends. Have a lie in and then want to get up and blitz the house. ,11,407, %1.5%A week or so ago.%3.5%it would have been the Saturday#before my birthday?%6%You know; I get like#that on the weekends.%8%Have a lie in and then#want to get up and blitz the house.%999,,,,,,0,TRUE,TRUE,TRUE
HANNAH,4, Yes. Yeah. I would have cleaned them. I changed the sheets too. Were there fingerprints in all those places? ,9,408, %0.5%Yes. Yeah.#I would have cleaned them.%4.75%I changed the sheets too.%7.25%Were there fingerprints in all those places?%999,,,,,,25,FALSE,FALSE,FALSE
HANNAH,4, Could they be my parents’ fingerprints? I’m not sure how long they last for but Is that possible? ,8,409, %1.5%Could they be my parents’ fingerprints?%4%I’m not sure how long they last for; but…%7%Is that possible?%999,,,,,,0,FALSE,FALSE,FALSE
HANNAH,4, That can't be right. In the bedroom? ,4,410, %1.25%That can't be right.%2.9%In the bedroom?%999,,,,,,40,FALSE,FALSE,TRUE
HANNAH,4, I sleep on the right side of the bed as you come in from the door. You can tell because I have two pillows and he just has one. ,11,411, %2%I sleep on the right side of the bed;#as you come in from the door.%7.25%You can tell because I have#two pillows and he just has one.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, What kind of hairs? ,3,412, %1.25%What kind of hairs?%999,,,,,,0,TRUE,TRUE,TRUE
HANNAH,4, A wig? You mean Well what type of wig? ,6,413, %0.75%A wig? You mean…%4%Well; what type of wig?%999,,,,,,25,TRUE,TRUE,TRUE
HANNAH,4, No. I've never worn a wig. What kind of wig? ,4,414, %0.25%No. I've never worn a wig.%2.5%What kind of wig?%999,,,,,,50,TRUE,TRUE,TRUE
HANNAH,4, Could the hairs have come from somewhere else? I mean Could they We have a lot of dolls in the attic. There’s a Rapunzel doll with long blonde hair. Could they have come from there? ,12,415, %1%Could the hairs have come from#somewhere else? I mean…%4%Could they…#We have a lot of dolls in the attic.%7.5%There’s a Rapunzel doll with long blonde hair.#Could they have come from there?%999,,,,,,0,TRUE,TRUE,TRUE
HANNAH,4, OK. I parked up on the street. It was busy so I had to park down the end of the road. Walked up. Knocked on the door. No answer. I took my keys out of my bag and unlocked the door. The main lock was unlocked. You can tell because the key doesn’t turn when you try to turn it to the left. I walked in. Simon’s coat wasn't on the peg. I couldn’t see his shoes in the shoe rack. I shouted out. I walked straight into the kitchen because he usually sits in there to have a cup of tea  and read his paper. But he wasn't there. I touched the kettle. It was cold. I looked quickly in the living room. Nothing. I walked upstairs to the bedroom. He wasn't there. I didn't search for him because it was pretty clear he wasn't there. I had a shower. The phone rang whilst I was in the shower. I didn't answer it. I think it was Eric. Then I was just exhausted so I lay down on the bed and I fell asleep though I didn't mean to. I woke up a couple of hours later and I was surprised to see no one in the bed next to me. And then I remembered where I was and what had happened. That's was when Eric called again. This time I spoke to him. Then I called Doug and Eleanor. And then I decided to come and see you. That enough? ,84,416, %0.8%OK.%3%I parked up on the street. It was busy so I had to park down the end of the road.%7.5%Walked up. Knocked on the door.#No answer.%11.5%I took my keys out of my bag#and unlocked the door.%14%The main lock was unlocked.%16%You can tell because the key doesn’t#turn when you try to turn it to the left. %20%I walked in.#Simon’s coat wasn't on the peg.%24.5%I couldn’t see his shoes in the shoe rack.#I shouted out.%28.5%I walked straight into the kitchen because he usually sits in there to have a cup of tea…%33%…and read his paper. But he wasn't there.#I touched the kettle. It was cold.%39%I looked quickly in the living room.#Nothing.%42%So I walked upstairs to the bedroom.#He wasn't there.%45%I didn't search for him because it was#pretty clear he wasn't there.%49.5%I had a shower.#The phone rang whilst I was in the shower.%53%I didn't answer it. I think it was Eric.%55%Then I was just exhausted so I lay down on the bed and I fell asleep though I didn't mean to.%64.5%I woke up a couple of hours later and I was surprised to see no one in the bed next to me.%69.5%And then I remembered where I was#and what had happened.%72.5%That's was when Eric called again.#This time I spoke to him.%76%Then I called Doug and Eleanor.%79%And then I decided to come and see you.%82%That enough?%999,,,,,,25,TRUE,FALSE,TRUE
HANNAH,4, Yes this is it. He made it himself. It’s a special one off. He made it. He decorated it. That’s his thing. Where did you find it? ,22,417, %4.75%Yes. This is it.%9%He made it himself.#It’s a special one off.%14%He made it. He decorated it.#That’s his thing.%21%Where did you find it?%999,,,,,,50,TRUE,TRUE,TRUE
HANNAH,4, Silver leaf? No. He normally silvers them properly. This mirror it's supposed to look antique. The reflection isn't as good. It’s the perfect mirror for someone who doesn’t like to look at their own reflection. ,18,418, %0.8%Silver leaf? No.%3.5%He normally silvers them properly.#This mirror; it's supposed to look antique.%9%The reflection isn't as good.%12.5%It’s the perfect mirror for someone who doesn’t like to look at their own reflection.%999,,,,,,25,FALSE,TRUE,TRUE
HANNAH,4, Well on his clothes? That would make sense. He made it. By hand. I mean he brushes the silver onto the glass. It's not how they make mirrors these days. I mean he made the mirror He gave it to me. ,18,419, %1%Well; on his clothes?%3%That would make sense.#He made it. By hand.%7.5%I mean; he brushes the silver onto the glass.%10%It's not how they make mirrors these days.%13.25%I mean; he made the mirror…%16.5%He gave it to me.%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, In his throat? How? ,9,420, %3.5%In his throat?%6.5% %8%How?%999,,,,,,50,FALSE,TRUE,TRUE
HANNAH,4, An affair? Simon wasn't having an affair. ,4,421, %0.25%An affair?%2.5%Simon wasn't having an affair.%999,,,,,,0,TRUE,FALSE,TRUE
HANNAH,4, No. Simon wasn't seeing another woman. ,3,422, %0.25%No.%1.5%Simon wasn't seeing another woman.%999,,,,,,25,FALSE,FALSE,FALSE
HANNAH,4, Good. Happy. I mean ups and downs like any couple I guess but we’ve been married for over ten years. ,8,423, %0.75%Good. Happy.%3%I mean; ups and downs like any couple I guess; but#we’ve been married for over ten years.%999,,,,,,0,FALSE,FALSE,FALSE
HANNAH,4, I don't know if anyone really changes. You just become more yourself. Simon was my prince and that hasn't changed. ,11,424, %1%I don't know if anyone really changes.%3.5%You just become more yourself.%6.5%Simon was my prince#and that hasn't changed.%999,,,,,,0,FALSE,FALSE,FALSE
HANNAH,4, Really? You’re going to ask me about my sex life? I mean isn’t that private? ,6,425, %.8%Really?%2%You’re going to ask me about my sex life?%4.5%I mean; isn’t that private?%999,,,,,,0,FALSE,TRUE,TRUE
HANNAH,4, Are you married? How is your sex life? ,6,426, %1.5%Are you married?%3.5%How is your sex life?%999,,,,,,0,FALSE,TRUE,TRUE
HANNAH,4, Well there you go. How many kids? ,4,427, %0.5%Well; there you go.%3%How many kids?%999,,,,,,0,FALSE,FALSE,FALSE
HANNAH,4, So our sex life is probably fairly average for a couple after ten years of marriage. ,6,428, %0.5%So; our sex life is probably fairly average#for a couple after ten years of marriage.%999,,,,,,0,FALSE,TRUE,TRUE
HANNAH,4, No! I have never been unfaithful. I’ve never cheated on Simon. ,6,429, %0.75%No!%1.75%I have never been unfaithful.%4%I’ve never cheated on Simon.%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,4, No! You’re talking to the wrong person if you think I'm some kind of slut. If you think I'm the kind of person that would have had sex with all those guys. ,9,430, %0.25%No!%1.25%You’re talking to the wrong person if you#think I'm some kind of slut.%4%If you think I'm the kind of person that would#have had sex with all those guys.%999,,,,,,50,FALSE,TRUE,TRUE
HANNAH,4, Not really. He would go to the pub. He had his drinking buddies there. But no one ever really came back to the house. Sometimes Eric his boss and his wife would come over for dinner. That would be us returning the favour. Diane is a really good cook into her trendy ingredients. The last time Simon cooked something off Masterchef. He got the recipe off Ceefax. And I did my Lloyd Grossman bit commenting from the sidelines. I had to find fennel from the supermarket. Have you ever eaten fennel? ,41,431, %0.6%Not really.%3.5%He would go to the pub.%5.5%He had his drinking buddies there. But no one#ever really came back to the house.%10%Sometimes Eric; his boss; and his wife#would come over for dinner.%15%That would be us returning the favour.%17.5%Diane is a really good cook;#into her trendy ingredients.%23%The last time Simon cooked something off Masterchef. He got the recipe off Ceefax.%29.5%And I did my Lloyd Grossman bit;#commenting from the sidelines.%36%I had to find fennel from the supermarket.#Have you ever eaten fennel?%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, Hurt someone? Yes. But everyone thinks that from time to time right? You just want to lash out? ,10,432, %0.6%Hurt someone?%3%Yes.%4.5%But everyone thinks that from time to time; right? #You just want to lash out?%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, Well . my friend Eve. I mean she was a friend when I was a kid. She was always more popular with the boys and I used to hate her for it. I mean really hate her sometimes. ,16,433,%1%Well…. my friend; Eve.%5%I mean; she was a friend when I was a kid.%7.4%She was always more popular with the boys#and I used to hate her for it.%11.5%I mean; really hate her sometimes.%999,,,,,,25,FALSE,TRUE,TRUE
HANNAH,4, Yes. We’d fight. We fought on the beach once and I held Eve's head underwater. There was no one else around it was at the far end of the beach and I held her head under and I kept it under. And for a moment I just wanted to kill her and watch her drown. But that was it. It was just a moment. We made up afterwards. It was a love hate relationship. ,42,434, %1.5%Yes.#We’d fight.%7%We fought on the beach once and#I held Eve's head underwater.%12.5%There was no one else around; it was at the#far end of the beach; and…%17%I held her head under;#and I kept it under.%23%And for a moment I just wanted to kill her#and watch her drown.%33.5%But that was it.#It was just a moment.%37.5%We made up afterwards.#It was a love hate relationship.%999,,,,,,50,FALSE,TRUE,TRUE
HANNAH,4, A police station? Yeah. When I was young. We ran away on my birthday. Bob Dylan was playing  in London and we thought we could break into his tour bus and have him take us with him. The taxi driver we paid to drop us off I mean we’d saved money pinched a bit here and there to pay for the fare He was suspicious because we were so young so he told the police. So they came and picked us up and took me back to Portsmouth. My mum picked me up from the station. But I blamed everything on my friend Eve so my parents let me off. ,43,435, %1%A police station?%3.75%Yeah.#When I was young.%7.5%We ran away on my birthday.%10%Bob Dylan was playing…%12%…in London and we thought we could break into his tour bus and have him take us with him.%17.75%The taxi driver we paid to drop us off…%20.5%I mean; we’d saved money; pinched a bit here and there; to pay for the fare…%25%He was suspicious because we#were so young so he told the police.%30.5%So they came and picked us up#and took me back to Portsmouth.%35%My mum picked me up from the station.%37.75%But I blamed everything on my friend Eve;#so my parents let me off.%999,,,,,,25,FALSE,TRUE,TRUE
HANNAH,4, Maybe a fresh cup of tea? ,3,436, %1.5%Maybe a fresh cup of tea?%999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, Hannah Hannah Hannah. What are you doing talking about Eve? Poor Simon  ,48,437, %8%Hannah. Hannah. Hannah.%11% %17.5%What are you doing talking about Eve?%21% %38.25%Poor Simon…%40.25% %999,,,,,,50,TRUE,TRUE,TRUE
HANNAH,4, Just the one sugar. Thanks. Is that camera recording? ,10,438, %0.25%Just the one sugar. Thanks.%3.25% %7%Is that camera recording?%10% %999,,,,,,0,FALSE,FALSE,TRUE
HANNAH,4, Nineteen eighty four. It was an awful year in the end. We were were living at Doug and Eleanor’s. I lost the baby at the end of spring and my parents died in the summer. It was a hot summer a heat wave. So when they discovered the bodies it was just awful. Because of the circumstances them dying together like that they brought in a lot of police. A forensic entomologist. I had to look that up. It was because of the heat. It was just awful. ,41,439, %1.5%Nineteen eighty four.%4%It was an awful year in the end.%7.5%We were were living at Doug and Eleanor’s.%9%I lost the baby at the end of spring #and my parents died in the summer.%15%It was a hot summer; a heat wave.%18.5%So when they discovered the bodies#it was just awful.%24%Because of the circumstances; them dying together like that; they brought in a lot of police.%30%A forensic entomologist.%32%I had to look that up.#It was because of the heat.%37%It was just awful.%999,,,,,,25,FALSE,FALSE,TRUE
HANNAH,4, They said it was food poisoning. There was something in the food they ate. My dad liked to pick mushrooms grow them too. They said it was the mushrooms. It was hard to believe. Death Caps. They have a skirt around the cap. My dad taught me that. But I mean the police had no reason to think it was suspicious. They lived alone And no one had any reason to hurt them. ,34,440, %0.5%They said it was food poisoning.%3%There was something in the food they ate.#My dad liked to pick mushrooms; grow them too.%9.5%They said it was the mushrooms.%12%It was hard to believe.%15%Death Caps. They have a skirt around the cap.#My dad taught me that.%22%But; I mean the police had no reason to think#it was suspicious. They lived alone…%27.5%And no one had any reason to hurt them.%999,,,,,,50,TRUE,FALSE,TRUE
HANNAH,4, Yeah. They’d gone to bed feeling ill thinking it was flu or something. The neighbour called me and I had to use my key to let them in. We found them dead in their bed. They’d been there for days. No one had noticed. Just awful. It was so soon after my miscarriage. The worst year of my life. I’d been so happy to get married and after that it was just like: fuck. ,33,441, %0.25%Yeah.%2%They’d gone to bed feeling ill;#thinking it was flu or something.%7%The neighbour called me and I had#to use my key to let them in.%9.5%We found them dead in their bed.%13.5%They’d been there for days.#No one had noticed.%17.5%Just awful.%20%It was so soon after my miscarriage.%23.6%The worst year of my life. I’d been so happy to get married and after that it was just like: fuck.%999,,,,,,75,FALSE,TRUE,TRUE
HANNAH,4, Yeah. I was infertile. Thought I was. They told me I was infertile after the miscarriage because of complications. ,13,442, %1.5%Yeah.%3%I was infertile.#Thought I was.%7%They told me I was infertile after the miscarriage because of complications.%999,,,,,,75,FALSE,FALSE,TRUE
HANNAH,4, I would have been a good mother. I was young but I would have been a good mother. She was a girl by the way. The baby. We were going to call her Sarah. Simon wanted to call her Ava after his nana. but I didn't want her to have a symmetrical name. ,24,443, %1%I would have been a good mother.%3.5%I was young but I would have been a good mother.%9%She was a girl; by the way.#The baby.%13%We were going to call her Sarah. %17%Simon wanted to call her Ava after his nana.%20.5%but I didn't want her to have#a symmetrical name.%999,,,,,,50,TRUE,FALSE,TRUE
HANNAH,4, It’s all that matters really the baby. Simon’s dead. But the baby That’s how he will live on. Our baby. ,13,444, %1%It’s all that matters really; the baby.%4.5%Simon’s dead. But the baby…%9%That’s how he will live on.%11.5%Our baby.%999,,,,,,75,FALSE,FALSE,TRUE
HANNAH,4, No. No Simon didn't play guitar. He wasn't very musical. He liked to listen but he was tone deaf. ,10,445, %0.5%No.#No; Simon didn't play guitar.%4.5%He wasn't very musical.%7%He liked to listen but he was tone deaf.%999,,,,,,25,FALSE,TRUE,TRUE
HANNAH,4, Yes. Yeah it's my guitar. ,3,446, %0.25%Yes.%1.5%Yeah; it's my guitar.%999,,,,,,0,FALSE,TRUE,TRUE
